City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Georgetown,MY,5.4112,100.3354,87.73,73,20,5.75,few clouds
339,Aksu,CN,41.1231,80.2644,94.32,11,47,3.29,scattered clouds
340,Shihezi,CN,44.3,86.0333,89.38,26,11,9.82,few clouds
341,Orlik,RU,52.5178,99.825,57.6,68,97,1.7,light rain
342,Srednekolymsk,RU,67.45,153.6833,72.48,26,4,12.35,clear sky
343,Kattivakkam,IN,13.2167,80.3167,85.5,63,100,7.85,overcast clouds
344,Mbala,ZM,-8.8402,31.3659,54.28,75,4,7.56,clear sky
345,Along,IN,28.1667,94.7667,79.72,76,93,0.45,overcast clouds
346,Mahebourg,MU,-20.4081,57.7,69.26,83,75,9.22,broken clouds
347,Merke,KZ,42.8728,73.1786,87.58,25,0,6.11,clear sky
348,Ancud,CL,-41.8697,-73.8203,44.22,91,100,1.36,light rain
349,Turukhansk,RU,65.8167,87.9833,59.83,95,100,3.04,light rain
350,Port Augusta,AU,-32.5,137.7667,71.17,33,91,19.86,overcast clouds
351,Lompoc,US,34.6391,-120.4579,60.94,85,100,21.0,overcast clouds
352,Tynda,RU,55.1667,124.7167,80.19,47,24,2.59,few clouds
353,Talnakh,RU,69.4865,88.3972,76.21,33,100,8.66,overcast clouds
354,Loei,TH,17.4167,101.5,74.57,90,100,0.94,overcast clouds
355,Brae,GB,60.3964,-1.353,52.75,93,100,19.91,light rain
356,Sakakah,SA,29.9697,40.2064,83.77,19,0,9.19,clear sky
357,Ellensburg,US,46.9965,-120.5479,83.1,46,0,25.32,clear sky
358,Mersing,MY,2.4312,103.8405,80.51,89,40,3.44,scattered clouds
359,Marabba,SD,12.35,32.1833,74.97,81,100,20.54,moderate rain
360,Soeng Sang,TH,14.4264,102.4606,83.55,72,99,2.35,overcast clouds
361,Visby,SE,57.6409,18.296,59.22,94,40,10.36,drizzle
362,Naze,JP,28.3667,129.4833,85.12,70,100,1.3,overcast clouds
363,Tazovskiy,RU,67.4667,78.7,61.43,80,66,7.14,broken clouds
364,Cap Malheureux,MU,-19.9842,57.6142,70.97,73,67,21.23,broken clouds
365,Flin Flon,CA,54.7682,-101.865,51.17,82,100,4.7,overcast clouds
366,Maragogi,BR,-9.0122,-35.2225,74.7,84,84,12.26,broken clouds
367,Santa Cruz,BO,-17.8,-63.1667,71.06,83,20,5.75,few clouds
368,Wagar,SD,16.1525,36.2032,83.01,63,90,26.62,overcast clouds
369,Quechultenango,MX,17.4167,-99.2167,71.26,95,100,2.98,overcast clouds
370,Kaura Namoda,NG,12.5898,6.5779,75.22,81,99,9.51,overcast clouds
371,Sayat,TM,38.7839,63.8803,91.27,22,0,12.44,clear sky
372,Tahe,CN,52.3333,124.7333,81.25,42,6,5.1,clear sky
373,Ketchikan,US,55.3422,-131.6461,57.54,90,100,5.06,overcast clouds
374,Labuhan,ID,-6.8844,112.2051,83.03,66,44,5.06,scattered clouds
375,Alofi,NU,-19.0595,-169.9187,75.09,64,94,14.97,overcast clouds
376,Berlevag,NO,70.8578,29.0864,50.52,92,100,23.78,overcast clouds
377,Xai-Xai,MZ,-25.0519,33.6442,62.24,72,3,8.48,clear sky
378,Port Keats,AU,-14.25,129.55,83.91,15,7,4.05,clear sky
379,Quimperle,FR,47.8667,-3.55,61.52,86,0,2.3,clear sky
380,Bolitoc,PH,15.7395,119.8769,88.74,68,43,5.35,scattered clouds
381,Ishigaki,JP,24.3448,124.1572,91.53,66,20,3.44,few clouds
382,Lavrentiya,RU,65.5833,-171.0,41.63,93,100,10.38,overcast clouds
383,Alekseyevka,RU,50.6309,38.6903,61.03,91,20,5.93,few clouds
384,Tongchuan,CN,35.0806,109.0897,80.58,48,0,5.95,clear sky
385,Sibu,MY,2.3,111.8167,86.31,70,40,3.44,scattered clouds
386,San Gabriel,US,34.0961,-118.1058,78.19,73,0,6.91,clear sky
387,Bubaque,GW,11.2833,-15.8333,79.29,83,99,14.34,moderate rain
388,Wuwei,CN,37.9281,102.6414,87.06,20,0,6.67,clear sky
389,Khatanga,RU,71.9667,102.5,76.32,46,40,11.65,scattered clouds
390,Walvis Bay,NA,-22.9575,14.5053,55.09,93,0,6.91,clear sky
391,Hambantota,LK,6.1241,81.1185,82.74,78,75,10.36,broken clouds
392,Kaa-Khem,RU,51.6833,94.7333,68.67,46,32,4.09,scattered clouds
393,Emba,KZ,48.8264,58.1442,73.29,53,96,11.3,light rain
394,Niono,ML,14.2526,-5.993,75.11,75,90,10.42,overcast clouds
395,Shiyan,CN,32.6475,110.7781,97.41,44,0,2.28,clear sky
396,Nalut,LY,30.3333,10.85,76.75,27,0,12.73,clear sky
397,Soe,ID,-9.8607,124.284,75.79,41,66,6.58,broken clouds
398,Nelson Bay,AU,-32.7167,152.15,63.09,89,57,5.01,broken clouds
399,Raudeberg,NO,61.9875,5.1352,55.11,84,100,12.35,overcast clouds
400,Nova Olinda Do Norte,BR,-3.8881,-59.0942,76.35,60,34,1.77,scattered clouds
401,Wageningen,NL,51.9667,5.6667,59.92,71,73,5.82,broken clouds
402,Yulara,AU,-25.2406,130.9889,77.32,17,0,23.64,clear sky
403,Laguna,US,38.421,-121.4238,91.4,36,0,9.22,clear sky
404,Goure,NE,13.9835,10.2704,78.03,59,46,8.57,scattered clouds
405,Noumea,NC,-22.2763,166.4572,78.78,89,100,10.25,overcast clouds
406,Ocampo,MX,21.65,-101.5,59.97,70,84,16.31,broken clouds
407,Sungaipenuh,ID,-2.0833,101.3833,77.88,61,89,0.92,overcast clouds
408,Hauterive,FR,46.0901,3.4459,57.96,89,17,2.48,few clouds
409,Khilok,RU,51.3674,110.4676,63.95,81,100,1.25,overcast clouds
410,Pau Dos Ferros,BR,-6.1125,-38.2063,76.12,67,93,9.8,overcast clouds
411,Balikpapan,ID,-1.2675,116.8289,85.19,70,40,9.22,scattered clouds
412,Bowen,AU,-20.0167,148.2333,70.88,65,2,13.09,clear sky
413,Guerrero Negro,MX,27.9769,-114.0611,67.46,80,34,14.0,scattered clouds
414,Floro,NO,61.5996,5.0328,55.36,76,100,11.5,overcast clouds
415,Rayong,TH,12.8333,101.4333,84.02,71,99,4.32,overcast clouds
416,Kendari,ID,-3.945,122.4989,83.32,62,35,5.55,scattered clouds
417,Dwarka,IN,22.2394,68.9678,82.15,83,100,19.53,moderate rain
418,Rocha,UY,-34.4833,-54.3333,57.54,98,44,5.12,scattered clouds
419,Loa Janan,ID,-0.583,117.095,84.09,74,40,5.88,scattered clouds
420,Odweyne,SO,9.4092,45.064,70.3,53,80,21.21,broken clouds
421,Sagua La Grande,CU,22.8067,-80.0756,79.79,85,24,8.12,few clouds
422,Mitu,CO,1.1983,-70.1733,70.41,100,100,0.98,light rain
423,Waiouru,NZ,-39.4833,175.6667,46.92,56,100,1.99,overcast clouds
424,Bengkulu,ID,-3.8004,102.2655,79.99,79,100,1.61,overcast clouds
425,Loandjili,CG,-4.7561,11.8578,68.11,100,100,0.0,overcast clouds
426,Ostrovnoy,RU,68.0531,39.5131,50.27,92,98,5.21,overcast clouds
427,Naples,IT,40.8333,14.25,77.85,94,0,3.44,clear sky
428,Ballina,AU,-28.8667,153.5667,66.02,72,50,14.29,scattered clouds
429,Freetown,SL,8.484,-13.2299,75.99,86,100,7.36,light rain
430,Kenai,US,60.5544,-151.2583,61.03,61,20,5.75,few clouds
431,Zhicheng,CN,30.2956,111.5047,84.9,77,76,3.51,broken clouds
432,Upata,VE,8.0086,-62.3989,75.2,96,57,3.74,broken clouds
433,Kouango,CF,4.9934,19.9619,68.52,99,68,1.68,moderate rain
434,Businga,CD,3.3333,20.8833,67.86,99,21,0.51,few clouds
435,Santiago,CL,-33.4569,-70.6483,54.86,81,27,5.75,mist
436,Severo-Yeniseyskiy,RU,60.3725,93.0408,59.11,52,0,7.52,clear sky
437,Tiznit,MA,29.5833,-9.5,83.21,30,52,2.17,broken clouds
438,Uyuni,BO,-20.4597,-66.825,40.77,24,0,8.86,clear sky
439,Bauchi,NG,10.5,10.0,69.71,95,84,2.48,broken clouds
440,Correderos,HN,15.4167,-88.45,68.25,98,98,0.29,overcast clouds
441,Murashi,RU,59.3999,48.9615,67.57,76,6,4.25,clear sky
442,Itarema,BR,-2.9248,-39.9167,78.69,83,42,13.58,scattered clouds
443,Makakilo City,US,21.3469,-158.0858,82.72,55,0,17.27,clear sky
444,Sisimiut,GL,66.9395,-53.6735,42.26,91,52,3.11,broken clouds
445,Marathon,US,44.9,-89.7668,69.55,91,20,6.91,few clouds
446,Newport,GB,51.5877,-2.9984,65.77,91,100,14.25,overcast clouds
447,Sarangani,PH,5.4033,125.4636,83.77,72,25,10.54,scattered clouds
448,Menongue,AO,-14.6585,17.691,50.9,53,2,4.61,clear sky
449,Yatsuo,JP,36.5667,137.1333,85.14,63,75,10.36,broken clouds
450,Mega,ET,4.05,38.3,53.04,89,68,11.99,broken clouds
451,Roald,NO,62.5833,6.1333,60.17,94,100,1.14,overcast clouds
452,Balaka,MW,-14.9793,34.9558,58.44,80,21,0.69,few clouds
453,Elko,US,41.0002,-115.5012,86.02,10,2,8.01,clear sky
454,Manta,EC,-0.95,-80.7333,70.38,88,87,10.31,overcast clouds
455,Thoen,TH,17.6129,99.2161,78.01,93,100,1.36,overcast clouds
456,Cambridge,CA,43.3601,-80.3127,73.81,75,0,9.22,clear sky
457,Ciudad Bolivar,VE,8.1222,-63.5497,79.14,72,52,11.68,broken clouds
458,Savinka,RU,50.0785,47.0994,67.53,73,87,7.11,light rain
459,Beloha,MG,-25.1667,45.05,62.06,66,0,4.92,clear sky
460,Lomza,PL,53.1781,22.0593,61.41,96,98,5.91,overcast clouds
461,East Millcreek,US,40.7,-111.8105,87.98,32,0,5.75,clear sky
462,Avenal,US,36.0041,-120.129,89.74,12,0,9.01,clear sky
463,Mont-Dore,NC,-22.2833,166.5833,78.78,90,93,8.12,overcast clouds
464,Spring Hill,US,28.4769,-82.5255,77.07,96,0,0.0,clear sky
465,Puerto Carreno,CO,6.189,-67.4859,76.37,86,100,3.71,overcast clouds
466,Esperance,AU,-33.8667,121.9,51.64,58,95,20.58,overcast clouds
467,Rosario,AR,-32.9468,-60.6393,64.94,88,0,4.61,clear sky
468,Saint-Pierre,RE,-21.3393,55.4781,66.9,79,0,6.91,clear sky
469,Montrose,US,38.4166,-108.2673,66.18,36,91,4.97,overcast clouds
470,Ibra,OM,22.6906,58.5334,82.38,67,65,2.89,broken clouds
471,Houston,US,29.7633,-95.3633,87.35,77,0,16.11,clear sky
472,Pavlovka,RU,52.6897,47.1405,63.79,85,75,6.71,broken clouds
473,Havelock,US,34.8791,-76.9013,82.38,90,0,3.44,clear sky
474,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,2.3,overcast clouds
475,Bismarck,US,46.8083,-100.7837,68.65,64,0,6.91,clear sky
476,Pandan,PH,14.0453,124.1694,87.37,68,95,5.73,overcast clouds
477,Zyryanka,RU,65.75,150.85,73.85,27,1,7.99,clear sky
478,Tucumcari,US,35.1717,-103.725,91.24,25,0,17.27,clear sky
479,Calbuco,CL,-41.768,-73.1273,49.21,93,100,11.05,light rain
480,Veraval,IN,20.9,70.3667,81.64,81,100,18.61,overcast clouds
481,Carutapera,BR,-1.195,-46.02,75.2,92,100,4.09,overcast clouds
482,Waipawa,NZ,-41.4122,175.5153,49.95,76,100,7.78,overcast clouds
483,Vung Tau,VN,10.346,107.0843,83.19,74,15,6.96,few clouds
484,Hutchinson,US,38.0608,-97.9298,93.15,37,0,16.11,clear sky
485,Urubicha,BO,-15.3833,-62.95,72.14,57,0,2.37,clear sky
486,Myre,NO,69.1036,15.9492,51.03,75,97,5.06,overcast clouds
487,Alice Springs,AU,-23.7,133.8833,78.35,11,0,13.8,clear sky
488,Puerto Ayacucho,VE,5.6639,-67.6236,74.97,91,100,3.69,overcast clouds
489,Broome,US,42.2506,-75.833,71.6,91,70,1.99,broken clouds
490,Kenora,CA,49.8167,-94.4337,63.57,77,20,8.05,few clouds
491,Great Falls,US,47.5002,-111.3008,78.19,27,0,9.22,clear sky
492,Santo Augusto,BR,-27.8508,-53.7772,63.88,83,100,8.03,overcast clouds
493,Teya,RU,60.3778,92.6267,62.44,52,1,7.23,clear sky
494,Veinticinco De Mayo,AR,-35.4323,-60.1727,54.99,98,39,4.0,scattered clouds
495,Quibdo,CO,5.6947,-76.6611,73.17,98,100,2.3,overcast clouds
496,Canon City,US,38.441,-105.2424,77.16,52,0,6.91,clear sky
497,Jalu,LY,29.0331,21.5482,76.41,63,0,7.96,clear sky
498,Machaneng,BW,-23.1862,27.4886,58.28,60,9,4.27,clear sky
499,Methoni,GR,36.8197,21.7049,84.22,52,0,8.52,clear sky
500,Ransang,PH,8.9603,117.5828,86.25,68,35,3.91,scattered clouds
501,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.61,39,6,5.44,clear sky
502,Karasjok,NO,69.4719,25.5112,49.78,79,33,5.64,scattered clouds
503,Sola,VU,-13.8833,167.55,84.87,74,75,1.14,broken clouds
504,Vadso,NO,70.0744,29.7487,52.68,81,100,10.36,overcast clouds
505,Serdobsk,RU,52.4586,44.2169,61.88,89,97,6.24,overcast clouds
506,Cafelandia,BR,-21.8025,-49.61,65.32,46,33,3.65,scattered clouds
507,Homer,US,59.6425,-151.5483,57.79,63,100,3.0,overcast clouds
508,Lata,PT,40.1629,-8.3327,57.85,78,0,0.89,clear sky
509,Belle Fourche,US,44.6714,-103.8522,76.08,34,0,6.6,clear sky
510,Moindou,NC,-21.6924,165.677,75.16,80,94,9.35,overcast clouds
511,Kodinsk,RU,58.6881,99.1844,61.02,74,100,5.23,overcast clouds
512,San Ramon,US,37.7799,-121.978,77.38,64,0,10.36,clear sky
513,Potrerillos Abajo,PA,8.65,-82.4833,71.19,93,100,2.91,overcast clouds
514,Boissevain,CA,49.2306,-100.0559,57.7,92,15,8.03,few clouds
515,Umm Lajj,SA,25.0213,37.2685,83.75,62,69,12.17,broken clouds
516,Kaohsiung,TW,22.6163,120.3133,91.35,67,75,11.5,broken clouds
517,Anadyr,RU,64.75,177.4833,57.7,47,75,11.18,broken clouds
518,Crotone,IT,39.0851,17.1178,83.19,60,0,3.49,clear sky
519,Sun Valley,US,39.5963,-119.776,86.59,12,0,8.05,clear sky
520,Mabaruma,GY,8.2,-59.7833,72.99,97,39,2.35,scattered clouds
521,Batiano,PH,7.5534,126.4907,85.41,70,97,5.12,overcast clouds
522,Sabang,ID,5.8933,95.3214,81.5,79,100,12.28,moderate rain
523,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,67.42,69,0,2.71,clear sky
524,Ruteng,ID,-8.6136,120.4721,71.33,50,56,2.46,broken clouds
525,Fortuna,US,40.5982,-124.1573,59.92,79,1,1.99,clear sky
526,Broken Hill,AU,-31.95,141.4333,67.89,45,0,16.13,clear sky
527,Talara,PE,-4.5772,-81.2719,63.61,89,7,14.29,clear sky
528,Krasnoselkup,RU,65.7,82.4667,65.03,81,100,6.58,overcast clouds
529,Nagydorog,HU,46.6275,18.6556,69.53,82,83,7.9,broken clouds
530,Aswan,EG,24.0934,32.907,83.5,24,0,5.75,clear sky
531,Nioro,GM,13.35,-15.75,75.16,94,85,2.19,light rain
532,Shakiso,ET,5.75,38.9167,57.79,83,100,1.83,overcast clouds
533,Pundaguitan,PH,6.3711,126.1689,83.89,71,91,6.44,overcast clouds
534,Padang,ID,-0.9492,100.3543,85.05,67,45,3.27,scattered clouds
535,Ossora,RU,59.2353,163.0719,57.25,63,9,11.39,clear sky
536,Tual,ID,-5.6667,132.75,78.98,82,99,14.27,overcast clouds
537,Lisala,CD,2.15,21.5167,68.09,99,97,0.67,overcast clouds
538,Mezhdurechensk,RU,53.6942,88.0603,56.26,97,100,2.71,light rain
539,Sibolga,ID,1.7427,98.7792,85.35,64,86,2.91,overcast clouds
540,Manhattan,US,40.7834,-73.9662,87.46,64,0,6.91,clear sky
541,Tura,IN,25.5198,90.2201,74.68,96,100,2.66,overcast clouds
542,Pasighat,IN,28.0667,95.3333,80.17,80,100,1.66,overcast clouds
543,Vestmannaeyjar,IS,63.4427,-20.2734,53.01,87,79,3.69,broken clouds
544,Lichinga,MZ,-13.3128,35.2406,53.69,87,0,9.22,clear sky
545,Kangaatsiaq,GL,68.3065,-53.4641,40.24,97,100,1.92,overcast clouds
546,Kalemie,CD,-5.9475,29.1947,68.72,73,10,2.15,clear sky
547,Belvidere,US,42.2639,-88.8443,79.11,84,100,7.36,overcast clouds
